tipo,nroproctab,codconv,nome,especialidade,simbolo,preco,candidatos_brana_por_nome,candidatos_brana_por_codigo,candidatos_por_similaridade,posicao_relativa,motivo_bloqueio,id,codigo,candidatos_easy_dental
easy,59,5190,Restauração de Amálgama - 3 faces,,,,[],[],"[{'id': 40615, 'codigo': 5190, 'nome': 'Restaura\x87Æo de Am lgama - 3 faces', 'score': 0.9032}, {'id': 40614, 'codigo': 5180, 'nome': 'Restaura\x87Æo de Am lgama - 2 faces', 'score': 0.871}, {'id': 40613, 'codigo': 5170, 'nome': 'Restaura\x87Æo de Am lgama - 1 face', 'score': 0.8525}]",,sem_candidato_semantico_confiavel,,,
easy,60,5200,Restauração de ionômero de vidro - classe V,,,,[],[],"[{'id': 40621, 'codigo': 5250, 'nome': 'Restaura\x87Æo em Resina Direta - (Classe V)', 'score': 0.6667}, {'id': 40620, 'codigo': 5240, 'nome': 'Restaura\x87Æo em Resina Direta - (Classe IV)', 'score': 0.6582}, {'id': 40617, 'codigo': 5210, 'nome': 'Restaura\x87Æo em Resina Direta - (1 Face)', 'score': 0.5526}]",,sem_candidato_semantico_confiavel,,,
easy,61,5210,Restauração em Resina Direta - (1 Face),,,,[],[],"[{'id': 40617, 'codigo': 5210, 'nome': 'Restaura\x87Æo em Resina Direta - (1 Face)', 'score': 0.9429}, {'id': 40618, 'codigo': 5220, 'nome': 'Restaura\x87Æo em Resina Direta - (2 Faces)', 'score': 0.9014}, {'id': 40619, 'codigo': 5230, 'nome': 'Restaura\x87Æo em Resina Direta - (3 Faces)', 'score': 0.9014}]",,sem_candidato_semantico_confiavel,,,
easy,62,5220,Restauração em Resina Direta - (2 Faces),,,,[],[],"[{'id': 40618, 'codigo': 5220, 'nome': 'Restaura\x87Æo em Resina Direta - (2 Faces)', 'score': 0.9444}, {'id': 40619, 'codigo': 5230, 'nome': 'Restaura\x87Æo em Resina Direta - (3 Faces)', 'score': 0.9167}, {'id': 40617, 'codigo': 5210, 'nome': 'Restaura\x87Æo em Resina Direta - (1 Face)', 'score': 0.9014}]",,sem_candidato_semantico_confiavel,,,
easy,63,5230,Restauração em Resina Direta - (3 Faces),,,,[],[],"[{'id': 40619, 'codigo': 5230, 'nome': 'Restaura\x87Æo em Resina Direta - (3 Faces)', 'score': 0.9444}, {'id': 40618, 'codigo': 5220, 'nome': 'Restaura\x87Æo em Resina Direta - (2 Faces)', 'score': 0.9167}, {'id': 40617, 'codigo': 5210, 'nome': 'Restaura\x87Æo em Resina Direta - (1 Face)', 'score': 0.9014}]",,sem_candidato_semantico_confiavel,,,
easy,64,5240,Restauração em Resina Direta - (Classe IV),,,,[],[],"[{'id': 40620, 'codigo': 5240, 'nome': 'Restaura\x87Æo em Resina Direta - (Classe IV)', 'score': 0.9474}, {'id': 40621, 'codigo': 5250, 'nome': 'Restaura\x87Æo em Resina Direta - (Classe V)', 'score': 0.9333}, {'id': 40617, 'codigo': 5210, 'nome': 'Restaura\x87Æo em Resina Direta - (1 Face)', 'score': 0.7945}]",,sem_candidato_semantico_confiavel,,,
easy,65,5250,Restauração em Resina Direta - (Classe V),,,,[],[],"[{'id': 40621, 'codigo': 5250, 'nome': 'Restaura\x87Æo em Resina Direta - (Classe V)', 'score': 0.9459}, {'id': 40620, 'codigo': 5240, 'nome': 'Restaura\x87Æo em Resina Direta - (Classe IV)', 'score': 0.9333}, {'id': 40617, 'codigo': 5210, 'nome': 'Restaura\x87Æo em Resina Direta - (1 Face)', 'score': 0.8056}]",,sem_candidato_semantico_confiavel,,,
easy,66,5260,Restauração temporária (IRM ou similar),,,,[],[],"[{'id': 40622, 'codigo': 5260, 'nome': 'Restaura\x87Æo tempor ria (IRM ou similar)', 'score': 0.9189}, {'id': 40617, 'codigo': 5210, 'nome': 'Restaura\x87Æo em Resina Direta - (1 Face)', 'score': 0.5833}, {'id': 40618, 'codigo': 5220, 'nome': 'Restaura\x87Æo em Resina Direta - (2 Faces)', 'score': 0.5753}]",,sem_candidato_semantico_confiavel,,,
easy,67,5270,Tratamento Expectante com H. Cálcio,,,,[],[],"[{'id': 40623, 'codigo': 5270, 'nome': 'Tratamento Expectante com H. C lcio', 'score': 0.9706}, {'id': 40646, 'codigo': 4220, 'nome': 'Tratamento de Canal - (Incisivos)', 'score': 0.5714}, {'id': 40647, 'codigo': 4230, 'nome': 'Tratamento de Canal - (Molares com mais de 3 condutos)', 'score': 0.5714}]",,sem_candidato_semantico_confiavel,,,
easy,69,4010,Apicectomia em Incisivos com obturação retrógrada,,,,[],[],"[{'id': 40625, 'codigo': 4010, 'nome': 'Apicectomia em Incisivos com obtura\x87Æo retr¢grada', 'score': 0.9388}, {'id': 40628, 'codigo': 4040, 'nome': 'Apicectomia em Molares com obtura\x87Æo retr¢grada', 'score': 0.8125}, {'id': 40631, 'codigo': 4070, 'nome': 'Apicectomia em Pr\x82-molares com obtura\x87Æo retr¢grada', 'score': 0.78}]",,sem_candidato_semantico_confiavel,,,
